Firm*,First Name*,Last Name*,Email Address*,Preferred Language*,Default Module,User ID*,SecureZone ID,OSS User ID,CR2 User ID,SSO User ID,Role*,Firm Level Access*,RR Code Assignment,Module Overrides,Features
ICPMB_GNSLR,Maisha GNSLR,Wahab,maisha.wahab@bnc.ca,EN,firm_client_accounts,maishagnslr.wahab.uat,"WAHABMA,SOMAGDI4",,,,ManageServiceRequests_V1.17,TRUE,"A45B-A45B, A45R-A45R",,
ICPMB_LBRTY,Liberty,Advisor,liberty.advisor@nbc.ca,EN,firm_client_accounts,liberty.advisor,,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,A2NX-A2NX,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_LBRTY,liberty OB,assistant,lieberyobassiatant@gmail.com,EN,firm_client_accounts,libertyob.assistant.uat,NBINIA,ProxyH,accesscontrol76.qa,,ManageAccountsAndProfiles_V1.17,TRUE,A2NX-A2NX,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_ORCHD,Candi,Nest,candi.nest@nestwealth.ca,EN,firm_client_accounts,candi.nest,SOC,ProxyH,,,ManageFirmAndUser_V1.17,TRUE,A2AD-A2AF,"feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_ORCHD,nestuser,advisor,nestuser.advisor@nbc.com,EN,firm_client_accounts,nestuser.advisor.uat,,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,A2AD-A2AF,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_ORCHD,nw,bm,nw.bm@nbc.ca,EN,firm_client_accounts,nw.bm,,ProxyH,accesscontrol95.uat,,Legacy-AdminAccountsAndProfiles,TRUE,A2AD-A2AF,"orders_module,soma_servicing",
ICPMB_ORCHD,NW,Advisor,nw.advisor@nbc.ca,EN,firm_client_accounts,nw.advisor,,ProxyH,accesscontrol97.uat,,Legacy-ManageAccountsAndProfiles,TRUE,A2AD-A2AF,"orders_module,soma_servicing",
ICPMB_ORCHD,NW,Assistant,nw.assistant@nbc.ca,EN,firm_client_accounts,nw.assistant,,ProxyH,accesscontrol96.uat,,Legacy-ManageAccountsAndProfiles,TRUE,A2AD-A2AF,"orders_module,soma_servicing",
ICPMB_ORCHD,NW,Compliance,nw.comp@nbc.ca,EN,firm_client_accounts,nw.compliance,,ProxyH,accesscontrol94.uat,,ProcessAccounts_V1.17,TRUE,A2AD-A2AF,"compass_r2,firm_client_accounts,soma_servicing,infinite_applications,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_PRMQD,PrimeQuadrant,Advisor,primequadrant.advisor@nbc.ca,EN,firm_client_accounts,primequadrant.advisor,,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"A4AD-A4AE, A4AL-A4AM, A4ZS-A4ZT","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_ROCK,Test,Rocklinc,test.rocklinc@bnc.ca,EN,firm_client_accounts,test.rocklinc,,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"A2H4-A2H4, A2H5-A2H6","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_TACIT,CIAM,testUAT,ciam.testuat@nbc.ca,EN,firm_client_accounts,ciam.testuat.uat,"szId1,szId2",,TestFum566121.QA566121,,ViewOnlyNonConfidentialProfile,TRUE,A2T8-A2UD,,
ICPMB_THRIQ,Candi,ICPMB_THRIQ,candi.so@nbc.ca,EN,firm_client_accounts,candi.icpmbthriq.uat,,,,,ViewOnlyConfidentialProfile_V1.17,FALSE,,"statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_THRIQ,Henri,Test,copinhenri.talakamwa@bnc.ca,EN,compass_r2,henri.test.uat,,,,,ManageTransactions,TRUE,A4ZV-A4ZV,,
ICPMB_ULLMN,firmuser,ullman,firmuser.ullman@bnc.ca,EN,firm_client_accounts,firmuser.ullman.uat,123456,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"A4Z1-A4Z3, A4ZN-A4ZN, A4ZP-A4ZR, A4ZZ-A4ZZ","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_ULLMN,trader,ullman,trader.ullman@bnc.ca,EN,firm_client_accounts,trader.ullman.uat,fdfdfd,ProxyH,sanity.test8,,ViewOnlyConfidentialProfile_V1.17,TRUE,"A4Z1-A4Z3, A4ZN-A4ZN, A4ZP-A4ZR, A4ZZ-A4ZZ","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_YORKV,Anand,Raveendran.YORK,anand.raveendran.york@bnc.ca,EN,firm_client_accounts,anand.raveendran.york,,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,A2VY-A2V5,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_YORKV,testBM,yorkville,testbmyorkville@gmail.com,EN,firm_client_accounts,testbm.yorkville,,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,A2VY-A2V5,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMB_YORKV,testSB,yorkville,testsbyorkville@gmail.com,EN,firm_client_accounts,testsb.yorkville,,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,A2VY-A2V5,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_ACKPM,Rad,Test,radhika.sharma@test.ca,EN,firm_client_accounts,rad.test.uat,"SOMAGDI4,KATI0004,KAMARIT2",,,,ManageServiceRequests_V1.17,TRUE,A5F1-A5F3,"orders_module,questionnaire_applications,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_AFTTM,Candi,AFTTM,candi.so@bnc.ca,FR,firm_client_accounts,candi.afttm.uat,,,,,ViewOnlyConfidentialProfile_V1.17,TRUE,A5JD-A5JF,"orders_module,trade_allocations_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_AFTTM,release,test8,release.test8@nbc.ca,EN,firm_client_accounts,release.test8.uat,NBINIA,ProxyH,testing12.uat,,ManageAll_V1.17,FALSE,A5JD-A5JD,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
ICPMC_ANTAR,UAT,ANTARTest,katrina.astrologo@outlook.com,EN,compass_r2,uat.antartest.uat,,,UAT.ANTARTest,,ManageServiceRequests_V1.17,FALSE,,"statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_BASKN,Barry,Schwartz,bschwartz@baskinwealth.com,EN,firm_client_accounts,barry.schwartz.uat,DUMMY,,barry.schwartz,,ViewOnlyConfidentialProfile_V1.17,FALSE,"A6SA-A6SA, A6SB-A6SB, A6SD-A6SD","orders_module,questionnaire_applications,form_applications,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_BASKN,Douglas,Fraser,dfraser@baskinwealth.com,EN,firm_client_accounts,douglas.fraser1.uat,FRASEDOU,,douglas.fraser1,,ManageServiceRequests_V1.17,FALSE,"A6SA-A6SA, A6SB-A6SB, A6SD-A6SD","orders_module,questionnaire_applications,form_applications,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_BASKN,GORDON,THOMAS,gthomas@baskinwealth.com,EN,firm_client_accounts,gordon.thomas.uat,THOMAGOR,,gordon.thomas,,ManageServiceRequests_V1.17,FALSE,"A6SA-A6SA, A6SB-A6SB, A6SD-A6SD","orders_module,questionnaire_applications,form_applications,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_BASKN,Lalaine,Isagan,lisagan@baskinwealth.com,EN,firm_client_accounts,Lalaine.Isagan.uat,Lalaine.Isagan,,Lalaine.Isagan,,ViewOnlyConfidentialProfile_V1.17,FALSE,"A6SA-A6SA, A6SB-A6SB, A6SD-A6SD","orders_module,questionnaire_applications,form_applications,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_BASKN,Melanie,Tellis,mtellis@baskinwealth.com,EN,firm_client_accounts,Melanie.Tellis.uat,TELLISME,,Melanie.Tellis,,ManageServiceRequests_V1.17,TRUE,A6SA-A6S9,"orders_module,questionnaire_applications,form_applications,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_BASKN,Sithikone,Songvilay,ssongvilay@baskinwealth.com,EN,firm_client_accounts,Sithikone.Songvilay.uat,SONGVISI,,Sithikone.Songvilay,,ManageServiceRequests_V1.17,TRUE,A6SA-A6S9,"orders_module,questionnaire_applications,form_applications,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_BASKN,Wendy,Hou,radhika.sharma@nbc.ca,EN,firm_client_accounts,Wendy.Hou.uat,HOUWE,,Wendy.Hou,,ManageServiceRequests_V1.17,FALSE,"A6SA-A6SA, A6SB-A6SB, A6SD-A6SD","orders_module,questionnaire_applications,form_applications,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_CARD,Evert,Krokker,evert.krokker1@nbc.ca,EN,firm_client_accounts,evert.krokker1.uat,NBINIA,ProxyH,Newport.PM,,ManageAccountsAndProfiles_V1.17,FALSE,"A61A-A61H, A61I-A61I, A61J-A61J, A61K-A61K","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_GWPWM,asset,user,asset.user123@nbc.ca,FR,firm_client_accounts,asset.user1.uat,NBINIA,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,A5GV-A5GX,"orders_module,soma_servicing,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_GWPWM,Atesh,UAT,atesh.uat2@nbc.ca,EN,firm_client_accounts,atesh.uat2.uat,,ProxyH,Access.test10,,Legacy-ConfigurePlatform,TRUE,A5GV-A5GX,,
ICPMC_GWPWM,CIAM,test,ciam.test@bnc.ca,EN,firm_client_accounts,ciam.test1.uat,,,,,ViewOnlyNonConfidentialProfile,TRUE,A5GV-A5GX,"orders_module,soma_servicing,questionnaire_applications,firm_client_accounts,compass_r2",
ICPMC_GWPWM,fn5,ln5,harsha.adusumilli@nbc.ca,EN,firm_client_accounts,fn5.ln5.uat,adha0001,,,,ManageTransactions_V1.17,TRUE,A5GV-A5GX,"statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
ICPMC_GWPWM,Jake,nbcsstest,brayden.ta@nbc.ca,EN,firm_client_accounts,jake.nbcsstest.uat,,,,,Wealth.CompassX.ProductSupport,FALSE,A5GV-A5GX,,
ICPMC_GWPWM,Secure Zone,Sso,alexander.razmakhnin@nbc.ca,EN,firm_client_accounts,securezone.sso.uat,,,,,ViewOnlyConfidentialProfile_V1.17,FALSE,,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_TDOPT,Candi,Opt,candi.opt1@optimize.ca,EN,firm_client_accounts,candi.opt1,SOC,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"A5F4-A5F9, A5FJ-A5FU, A5GA-A5GC, A7FA-A7F9","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_TDOPT,Candi,Optimize,candi.optimize@opt.ca,EN,firm_client_accounts,candi.optimize2,SOC,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"A5F4-A5F9, A5FJ-A5FU, A5GA-A5GC, A7FA-A7F9","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_TDOPT,Candi,Optimize,candi.optimize@optimize.ca,EN,firm_client_accounts,candi.optimize,SOC,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"A5F4-A5F9, A5FJ-A5FU, A5GA-A5GC, A7FA-A7F9","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_TDOPT,Candi,Optimize,candi.opt@optimize.ca,EN,firm_client_accounts,candi.optimize1,SOC2,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"A5F4-A5F9, A5FJ-A5FU, A5GA-A5GC, A7FA-A7F9","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ICPMC_TDOPT,optimize,user,optimize.user.1@nbc.ca,EN,firm_client_accounts,optimize.user,eisup1,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"A5F4-A5F9, A5FJ-A5FU, A5GA-A5GC, A7FA-A7F9","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KINGM,Candi,Kingm,candi.so@nbc.ca,EN,firm_client_accounts,candi.kingm.uat,,,,,ViewOnlyConfidentialProfile_V1.17,TRUE,KMAA-KM99,"statements_menu,tax_documents_menu,trade_confirmations_menu",
KINGM,Candi,Kingm,candi.so@nbc.ca,EN,firm_client_accounts,candi.kingm1.uat,,,,,ManageServiceRequests_V1.17,TRUE,KMAA-KM99,"statements_menu,tax_documents_menu,trade_confirmations_menu",
KIZEM,Sahil,Sharma,sahil.sharma@nbc.ca,EN,firm_client_accounts,sahil.sharma2.uat,,,,,ManageServiceRequests_V1.17,FALSE,,"form_applications,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,advisor,kjhar,advisor.kjhar@bnc.ca,EN,firm_client_accounts,advisor.kjhar.uat,rerer,ProxyX,test.icpmb,,ManageOrders_V1.17,FALSE,EAPL-EAPL,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
KJHAR,configure,platform,configure.platform@nbc.ca,EN,firm_client_accounts,configure.platform.uat,TestA1,ProxyH,accesscontrol19.qa,,ConfigurePlatformV1.17,FALSE,EAAA-EA99,,
KJHAR,Enable,Advisor2,enable.advisor2@nbc.ca,EN,firm_client_accounts,enable.advisor2,NBINIA,ProxyH,accesscontrol44.uat,,ManagePostTrade_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,Enable,Assistant2,enable.assistant2@nbc.ca,EN,firm_client_accounts,enable.assistant2,NBINIA,ProxyH,accesscontrol42.uat,,ManageServiceRequests_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,Enable,HOBranchManager2,enable.hobranchmanager2@nbc.ca,EN,firm_client_accounts,enable.hobranchmanager2,,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,Enable,HOCompliance2,enable.hocompliance2@nbc.ca,EN,firm_client_accounts,enable.hocompliance2,NBINIA,ProxyH,accesscontrol38.uat,,ViewOnlyConfidentialProfile_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,Enable,Operations2,enable.operations2@nbc.ca,EN,firm_client_accounts,enable.operations2,NBINIA,ProxyH,accesscontrol51.uat,,Legacy-AdminAll,TRUE,EAAA-EA99,,
KJHAR,Enable,Trader2,enable.trader2@nbc.ca,EN,firm_client_accounts,enable.trader2,"NBINIA,nbcsuper",ProxyH,accesscontrol43.uat,,AdminServiceRequests_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,firmuser,kjhar,firmuse.kjhar.liu@bnc.ca,EN,firm_client_accounts,firmuser.kjhar.uat,rererer,ProxyX,testuserocean,,Legacy-ManageOrders,TRUE,EAAA-EA99,,
KJHAR,Hamid,M,email@nbc.ca,EN,firm_client_accounts,hamid.m1.uat,,PROXYH,testusermrs,,Legacy-AdminAll,TRUE,EAAA-EA99,orders_upload,
KJHAR,hemangi,IB,hemangi.patel@nbc.ca,EN,firm_client_accounts,hemangi.ib.uat,,,,,ManageAll_V1.17,FALSE,EAAA-EA99,"orders_module,mf_orders_upload",mf_product
KJHAR,Jason,Cheng,jason.cheng2@nbc.ca,EN,firm_client_accounts,jason.cheng1,,ProxyH,accesscontrol75.uat,,Legacy-ManageAll,TRUE,EAAA-EA99,,
KJHAR,Jessica,Talla,jessica.tallarico1@nbc.ca,EN,firm_client_accounts,jessica.talla1.uat,,proxyh,testuserymg,,Legacy-ViewOnlyNonConfidentialProfile,TRUE,EAAA-EA99,,
KJHAR,Jessica,Tallarico,jessica.tallarico2@nbc.ca,EN,firm_client_accounts,jessica.tallarico2.uat,,PROXYH,accesscontrol85.qa,,Legacy-ViewOnlyNonConfidentialProfile,TRUE,EAAA-EA99,,
KJHAR,Jessica,Tallarico,jessica.tallarico@bnc.ca,EN,firm_client_accounts,jessica.tallarico1,saxenaav,ProxyH,jessica.tallarico1,,ManageAll_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
KJHAR,kjhar,adminaccountsandprofiles,kjhar.adminaccountsandprofiles@nbc.ca,EN,firm_client_accounts,kjhar.adminaccountsandprofiles.uat,NBINIA,ProxyH,accesscontrol56.qa,,AdminAccountsAndProfiles_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,kjhar,adminorders,kjhar.adminorders@nbc.ca,EN,firm_client_accounts,kjhar.adminorders.uat,NBINIA,ProxyH,accesscontrol50.uat,,AdminOrders_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
KJHAR,kjhar,manageall,kjhar.manageall@nbc.ca,EN,firm_client_accounts,kjhar.manageall.uat,NBINIA,ProxyH,Testing3.uat,,ManageAll_V1.17,FALSE,EAAA-EAAA,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
KJHAR,kjhar,managetransactions,kjhar.managetransactions@nbc.ca,EN,firm_client_accounts,kjhar.managetransactions.uat,NBINIA,ProxyH,accesscontrol45.uat,,ManageTransactions_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
KJHAR,kjhar,processaccountsandprofiles,kjhar.processaccountsandprofiles@nbc.ca,EN,firm_client_accounts,kjhar.processaccountsandprofiles.uat,NBINIA,ProxyH,accesscontrol40.uat,,ProcessAccounts_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,kjhar,viewonlynonconfidential,kjhar.viewonlynonconfidential@nbc.ca,EN,firm_client_accounts,kjhar.viewonlynonconfidential.uat,NBINIA,ProxyH,accesscontrol27.qa,,ViewOnlyNonConfidentialProfile,TRUE,EAAA-EA99,"orders_module,soma_servicing,questionnaire_applications,firm_client_accounts,compass_r2",
KJHAR,Kjhar,Mumba,kmumba@nbc.ca,EN,firm_client_accounts,kjhar.mumba,NBINIA,ProxyH,accesscontrol39.uat,,ManageAccountsAndProfiles_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,klarida.ib,hibraj,klarida.hibraj.ib@nbc.ca,EN,firm_client_accounts,klarida.ib.hibraj,,ProxyX,,,ViewOnlyConfidentialProfile_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,manageaccount,assets,manage.account.assets@nbc.ca,EN,firm_client_accounts,manageaccount.assets.uat,,ProxyH,accesscontrol25.qa,,ManageServicingAndTrades,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,miyuki,KJH,miyuki.ikuse2@nbc.ca,EN,firm_client_accounts,miyuki.kjh.uat,,PROXYH,accesscontrol87.qa,,ManageOrders_V1.17,FALSE,EAAA-EAAA,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
KJHAR,Miyuki,NonTrading,miyuki.ikuse9@nbc.ca,EN,firm_client_accounts,miyuki.nontrading.uat,,,perftesting472.uat,,ManageServiceRequests_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,miyuki.internal,ikuse,miyuki.ikuse1@nbc.ca,EN,firm_client_accounts,miyuki.internal.ikuse,,ProxyX,miyuki.ikuse,,ManageOrders_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
KJHAR,paul,testingsoma,paul.testingsoma1@nbc.ca,EN,firm_client_accounts,paul.testingsoma1.uat,"NBINIA,SOMAGDI4,nbcsuper",ProxyH,,,AdminServiceRequests_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,pentest,user2,pentest.user2@nbc.com,EN,firm_client_accounts,pentest.user2,,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,testint,kjhar,senthilkumaran.kunjithapatham@nbc2.ca,EN,firm_client_accounts,testint.kjhar,ProxyH,ProxyH,accesscontrol52.uat,,AdminAll_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
KJHAR,testint,kjhar1,krsenthilkumaran@nbc.ca,EN,firm_client_accounts,testint.kjhar1,TestA1,ProxyH,accesscontrol53.uat,,ManageFirmAndUser_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
KJHAR,testuser.new1,testuser.new1,testuser.new1@gmail.com,EN,firm_client_accounts,testuser.new1.testuser.new1.uat,sdsaf,ProxyH,testuser.new1,,Legacy-AdminOrders,FALSE,EAAA-EA99,,
KJHAR,traderfirm,kjhar,traderfirmtjar@nbc.ca,EN,firm_client_accounts,traderfirm.kjhar,sds,ProxyH,accesscontrol48.uat,,ManageOrders_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
KJHAR,traderuser,kjhr,traderuser.kjhr@nbc.ca,EN,firm_client_accounts,traderuser.kjhr,tests,ProxyH,accesscontrol47.uat,,Legacy-ManageAllButNotTrade,TRUE,EAAA-EA99,,
KJHAR,UatUser2,Jul2023,uatuser2.jul20230@nbc.ca,EN,firm_client_accounts,uatuser2.jul2023,uatuser2.jul20230,ProxyH,accesscontrol49.uat,,ManageOrders_V1.17,TRUE,EAAA-EA99,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
MMI,Bulk,TestingUser1005,bulktestinguser1005@gmail.com,EN,firm_client_accounts,TestFum87379.QA87379.uat,SZ1,,TestFum87379.QA87379,,AdminAll_V1.17,FALSE,TOAA-TOAA,"orders_module,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
MMI,Bulk,TestingUser1010,bulktestinguser1010@gmail.com,EN,firm_client_accounts,TestFum50436.QA50436.uat,SZ1,,TestFum50436.QA50436,,ManageFirmAndUser_V1.17,FALSE,TOAA-TOAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
MMI,Bulk,TestingUser1015,bulktestinguser1015@gmail.com,EN,firm_client_accounts,TestFum52676.QA52676.uat,SZ1,,TestFum52676.QA52676,,ManageFirmAndUser_V1.17,FALSE,TOAA-TOAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
MMI,Bulk,TestingUser1020,bulktestinguser1020@gmail.com,EN,firm_client_accounts,TestFum95880.QA95880.uat,SZ1,,TestFum95880.QA95880,,ManageFirmAndUser_V1.17,FALSE,TOAA-TOAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
MMI,Bulk,TestingUser1025,bulktestinguser1025@gmail.com,EN,firm_client_accounts,TestFum93369.QA93369.uat,SZ1,,TestFum93369.QA93369,,ManageFirmAndUser_V1.17,FALSE,TOAA-TOAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
MMI,Bulk,TestingUser1030,bulktestinguser1030@gmail.com,EN,firm_client_accounts,TestFum47332.QA47332.uat,SZ1,,TestFum47332.QA47332,,ManageFirmAndUser_V1.17,FALSE,TOAA-TOAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
MMI,Bulk,TestingUser1035,bulktestinguser1035@gmail.com,EN,firm_client_accounts,TestFum78008.QA78008.uat,SZ1,,TestFum78008.QA78008,,AdminAll_V1.17,FALSE,TOAA-TOAA,"orders_module,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
MMI,Bulk,TestingUser1040,bulktestinguser1040@gmail.com,EN,firm_client_accounts,TestFum28410.QA28410.uat,SZ1,,TestFum28410.QA28410,,ManageFirmAndUser_V1.17,FALSE,TOAA-TOAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
MMI,Bulk,TestingUser1045,bulktestinguser1045@gmail.com,EN,firm_client_accounts,TestFum57741.QA57741.uat,SZ1,,TestFum57741.QA57741,,ManageFirmAndUser_V1.17,FALSE,TOAA-TOAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
MMI,Bulk,TestingUser1050,bulktestinguser1050@gmail.com,EN,firm_client_accounts,TestFum52611.QA52611.uat,SZ1,,TestFum52611.QA52611,,AdminAll_V1.17,FALSE,TOAA-TOAA,"orders_module,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Aaradhya,Kalva,aradhya.kalva@bnc.ca,EN,firm_client_accounts,aaradhya.kalva.uat,NBINIA,ProxyH,,,ManageFirmAndUser_V1.17,TRUE,AAAA-9999,,
NBIN,Adam,Cyr,adam.cyr@bnc.ca,EN,firm_client_accounts,adam.cyr.uat,CyaD0001,ProxyH,,,AdminAll_V1.17,TRUE,AAAA-9999,"statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Adam,nbcsstest,brayden.ta@nbc.ca,EN,firm_client_accounts,adam.nbcsstest.uat,,ProxyH,,,Wealth.CompassX.ITSupport,FALSE,AAAA-9999,,
NBIN,Adam110,Rick100,adam.rick@nabc.ca,EN,firm_client_accounts,adam.rick,"dgdfdgh,hgjjyg",ProxyH,,,ManageOrders_V1.17,FALSE,AAAA-9999,"orders_module,tools_menu,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,adsfad1,sdfs,ssafsd@sdf.com,EN,firm_client_accounts,adsfad1.sdfs.uat,,ProxyH,,,ManageDWHUser_v1.16,FALSE,AAAA-9999,,
NBIN,Ahmed,Baratli,ahmedb.baratli@bnc.ca,EN,firm_client_accounts,ahmed.baratli.uat,NBINIA,ProxyH,,,AdminAll_V1.17,TRUE,AAAA-9999,,
NBIN,Alex,Kochlan,alexandre.kochlan@nbc.ca,EN,compass_r2,alex.kochlan1.uat,alexandre.r3,ProxyH,,,ManageFirmAndUser_V1.17,TRUE,AAAA-9999,"feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
